1,10605
2,6592
3,5987
4,5866
5,6407
6,6311
7,5771
8,6285
9,13711
10,9569
11,12962
12,10718
13,13669
14,11088
15,11114
16,13140
17,11353
18,8005
19,6992
20,6193
21,6178
22,5858
23,5870
24,5859
25,5856
26,5852
27,5854
28,5848
29,5853
30,5860
31,5878
32,5867
33,5863
34,5846
35,5839
36,5851
37,5849
38,5845
39,5825
40,5899
41,6193
42,5885
43,5786
44,7070
45,6129
46,6926
47,7109
48,6206
49,6156
50,5836
51,5866
52,5825
53,5834
54,5847
55,5885
56,5865
57,5824
58,5853
59,5853
60,5865
61,5873
62,5856
63,5849
64,5846
65,5859
66,5815
67,5841
68,5832
69,5820
70,5844
71,5824
72,5847
73,5845
74,5924
75,5834
76,5860
77,5820
78,5877
79,5844
80,5866
81,5883
82,5839
83,5876
84,5847
85,5857
86,5866
87,5860
88,5835
89,5838
90,5857
91,5852
92,5959
93,6095
94,5898
95,5847
96,6177
97,6402
98,6871
99,5947
100,5839
101,5838
102,5995
103,5902
104,5848
105,5845
106,5831
107,5841
108,5868
109,5853
110,5815
111,5844
112,6015
113,5842
114,5815
115,5869
116,5852
117,5829
118,5841
119,5854
120,5830
121,5838
122,5857
123,5863
124,5844
125,5857
126,5831
127,5829
128,5853
129,5842
130,5860
131,5855
132,5848
133,5837
134,5827
135,5840
136,5835
137,5828
138,5858
139,5819
140,5817
141,5861
142,5834
143,5888
144,5828
145,5831
146,5882
147,5839
148,5857
149,5858
150,5838
151,5851
152,5888
153,5822
154,5837
155,5822
156,5851
157,5878
158,5855
159,5820
160,5816
161,5837
162,5846
163,5851
164,5806
165,5865
166,5831
167,5847
168,5848
169,5818
170,5859
171,5832
172,5832
173,5836
174,5869
175,5817
176,5850
177,5839
178,5867
179,5832
180,5829
181,5856
182,5816
183,5824
184,5822
185,5877
186,5852
187,5818
188,5782
189,6913
190,6357
191,5849
192,5843
193,5863
194,5855
195,5817
196,5844
197,5835
198,5817
199,5847
200,5832
201,5827
202,5877
203,5842
204,5859
205,5842
206,5832
207,5834
208,5998
209,5849
210,5888
211,5837
212,5893
213,5830
214,5864
215,5875
216,5858
217,5860
218,5844
219,5897
220,5848
221,5853
222,5876
223,5869
224,5853
225,5857
226,5833
227,5852
228,5843
229,5843
230,5840
231,5836
232,5843
233,5824
234,5840
235,5848
236,5838
237,5818
238,5857
239,5845
240,5849
241,5832
242,5831
243,5856
244,5849
245,5823
246,5845
247,5846
248,5847
249,5835
250,5835
251,5841
252,5831
253,5848
254,5853
255,5836
256,5880
257,5859
258,5837
259,5832
260,5840
261,5820
262,5833
263,5832
264,5863
265,5823
266,5819
267,5848
268,5873
269,5848
270,5843
271,5838
272,5862
273,5826
274,5894
275,5880
276,5849
277,5848
278,5853
279,5874
280,5841
281,5850
282,5861
283,5848
284,5879
285,5828
286,5861
287,5847
288,5833
289,5823
290,5836
291,5831
292,5868
293,5846
294,5848
295,5837
296,5857
297,5835
298,5844
299,5847
300,5840
301,5836
302,5827
303,5854
304,5969
305,5826
306,5844
307,5865
308,5863
309,5963
310,5830
311,5828
312,5848
313,5852
314,5834
315,5839
316,5876
317,5866
318,5896
319,5839
320,5857
321,5863
322,5899
323,5840
324,5848
325,5815
326,5818
327,5865
328,5837
329,5905
330,5837
331,5871
332,5855
333,5893
334,5886
335,5854
336,5886
337,5863
338,5902
339,5868
340,5865
341,5889
342,5879
343,5842
344,5855
345,5853
346,5826
347,5823
348,5846
349,5869
350,5835
351,5928
352,5839
353,5835
354,5839
355,5824
356,5828
357,5915
358,5840
359,5850
360,5879
361,5826
362,5828
363,5821
364,5835
365,5879
366,5845
367,5807
368,5833
369,5835
370,5828
371,5846
372,5860
373,5842
374,5834
375,5827
376,5836
377,5898
378,5862
379,5844
380,5847
381,5845
382,5814
383,5862
384,5842
385,5833
386,5853
387,5858
388,5850
389,5833
390,5845
391,5824
392,5846
393,5831
394,5828
395,5840
396,5842
397,5935
398,5833
399,5854
400,5840
401,5841
402,5855
403,5829
404,5831
405,5859
406,5824
407,5840
408,5862
409,5831
410,5869
411,5854
412,5822
413,5848
414,5827
415,5861
416,5839
417,5820
418,5850
419,5839
420,5831
421,5849
422,5840
423,5833
424,5833
425,5844
426,5837
427,5837
428,5853
429,5821
430,5829
431,5840
432,5852
433,5849
434,5831
435,5819
436,5830
437,5845
438,5847
439,5822
440,5844
441,5840
442,5834
443,5869
444,5840
445,5861
446,5846
447,5854
448,5830
449,5862
450,5844
451,5852
452,5829
453,5847
454,5844
455,5837
456,5831
457,5834
458,5821
459,5859
460,5878
461,5846
462,5814
463,5844
464,5843
465,5849
466,5831
467,5856
468,5836
469,5835
470,5841
471,5853
472,5823
473,5839
474,5837
475,5832
476,5824
477,5846
478,5887
479,5840
480,5859
481,5837
482,5854
483,5828
484,5838
485,5825
486,5841
487,5843
488,5847
489,5845
490,5856
491,5848
492,5812
493,5865
494,5826
495,5843
496,6418
497,6001
498,5852
499,5843
500,5859
501,5854
502,5905
503,5828
504,5837
505,5839
506,5857
507,5844
508,5842
509,5847
510,5838
511,5852
512,5859
513,5901
514,5827
515,5837
516,5833
517,6016
518,5829
519,5841
520,5840
521,5871
522,5855
523,5839
524,5839
525,5827
526,5829
527,5863
528,5859
529,5841
530,5850
531,5853
532,5835
533,5842
534,5823
535,5811
536,5831
537,5836
538,5856
539,5883
540,5844
541,5831
542,5854
543,5829
544,5845
545,5854
546,5831
547,5908
548,5845
549,5844
550,5842
551,5843
552,5845
553,5840
554,5846
555,5838
556,5851
557,5838
558,5846
559,5834
560,5849
561,5830
562,5841
563,5841
564,5844
565,5837
566,5841
567,5857
568,5815
569,5828
570,5910
571,5878
572,5850
573,5836
574,5844
575,5823
576,5863
577,5837
578,5865
579,5841
580,5818
581,5841
582,5826
583,5845
584,5834
585,5833
586,5870
587,5825
588,5883
589,5841
590,5848
591,5831
592,5832
593,5830
594,5826
595,5833
596,5842
597,5825
598,5823
599,5893
600,5850
601,5987
602,5915
603,5879
604,5847
605,5835
606,5829
607,5873
608,5856
609,5842
610,5834
611,5834
612,5843
613,5836
614,5838
615,5858
616,5824
617,5828
618,5833
619,5872
620,5825
621,5833
622,5832
623,5832
624,5829
625,5879
626,5837
627,5864
628,5841
629,5848
630,5858
631,5825
632,5861
633,5848
634,5878
635,5830
636,5840
637,5828
638,5829
639,5836
640,5837
641,5828
642,5844
643,5827
644,5840
645,5830
646,5848
647,5863
648,5973
649,5823
650,7121
651,6578
652,6111
653,6324
654,6210
655,5863
656,5842
657,5835
658,5838
659,5853
660,5877
661,5876
662,5878
663,5870
664,5797
665,6050
666,5853
667,5836
668,5825
669,5834
670,5857
671,5842
672,5888
673,5820
674,5847
675,5827
676,5879
677,5872
678,5832
679,5817
680,5826
681,5836
682,5865
683,5853
684,5887
685,5853
686,5844
687,5842
688,5826
689,5825
690,5837
691,5828
692,5835
693,5840
694,5849
695,5844
696,5835
697,5845
698,5843
699,5850
700,5832
701,5905
702,5839
703,5845
704,5871
705,5841
706,5865
707,5841
708,5832
709,5827
710,5836
711,5831
712,5832
713,5839
714,5880
715,5834
716,5838
717,5857
718,5822
719,6017
720,5822
721,5851
722,5864
723,5848
724,5847
725,5856
726,5852
727,5844
728,5840
729,5888
730,5850
731,5841
732,5861
733,5861
734,5826
735,5990
736,5848
737,5886
738,5832
739,5846
740,5842
741,5841
742,5843
743,5957
744,5843
745,5879
746,5851
747,5862
748,5841
749,5836
750,5858
751,5825
752,5876
753,5862
754,5821
755,5847
756,5855
757,5831
758,5858
759,5959
760,5872
761,5881
762,5826
763,5820
764,5860
765,5822
766,5909
767,5836
768,5850
769,5848
770,5878
771,5849
772,5847
773,5861
774,5853
775,5834
776,5829
777,5836
778,5859
779,5841
780,5827
781,5837
782,5826
783,5837
784,5841
785,5823
786,5846
787,5852
788,5833
789,5888
790,5861
791,5844
792,5842
793,5816
794,5835
795,5836
796,5882
797,5862
798,5829
799,5896
800,5802
801,5818
802,5851
803,5818
804,8213
805,7130
806,6198
807,6180
808,5910
809,5840
810,5828
811,5887
812,5838
813,5848
814,5883
815,5842
816,5870
817,5862
818,5842
819,5844
820,5821
821,5837
822,5885
823,5845
824,5827
825,5838
826,5881
827,5842
828,5838
829,5855
830,5838
831,5842
832,5821
833,5842
834,5906
835,5830
836,5834
837,6001
838,5880
839,5849
840,5872
841,5847
842,5843
843,5823
844,5849
845,5877
846,5841
847,5852
848,5828
849,5861
850,5835
851,5860
852,5840
853,5872
854,5855
855,5876
856,5832
857,5859
858,5830
859,5842
860,5846
861,5855
862,5861
863,5829
864,5826
865,5862
866,5883
867,5835
868,5866
869,5876
870,5859
871,5837
872,5842
873,5863
874,5830
875,5829
876,5853
877,5851
878,5852
879,5833
880,5856
881,5840
882,5824
883,5836
884,5914
885,5826
886,5827
887,5835
888,5840
889,5849
890,5825
891,5858
892,5845
893,5854
894,5852
895,5845
896,5848
897,5828
898,5838
899,5827
900,5823
901,5878
902,5832
903,5840
904,5845
905,5843
906,5843
907,5844
908,5860
909,5840
910,5838
911,5845
912,5871
913,5830
914,5837
915,5832
916,5838
917,5823
918,5842
919,5822
920,5839
921,5814
922,5834
923,5846
924,5860
925,5838
926,5828
927,5823
928,5875
929,5833
930,5868
931,5824
932,5835
933,5870
934,5842
935,5841
936,5828
937,5841
938,5850
939,5850
940,5847
941,5850
942,5840
943,5855
944,5855
945,5919
946,5839
947,5867
948,5831
949,5847
950,5840
951,5877
952,5814
953,5890
954,5817
955,5781
956,6116
957,7372
958,6760
959,6175
960,6097
961,5846
962,5838
963,5872
964,5864
965,5833
966,5854
967,5825
968,5849
969,5821
970,5858
971,5887
972,5826
973,5854
974,5847
975,5835
976,5843
977,5828
978,5843
979,5889
980,5847
981,5871
982,5836
983,5845
984,5833
985,5833
986,5839
987,5858
988,5849
989,5882
990,5845
991,5825
992,5848
993,5829
994,5870
995,5840
996,5818
997,5850
998,5828
999,5852
