1,9357
2,7353
3,6741
4,6195
5,6007
6,6038
7,5877
8,6026
9,5803
10,5902
11,11493
12,10950
13,11942
14,9743
15,13547
16,11837
17,9627
18,12990
19,11403
20,10657
21,13798
22,8792
23,8236
24,10958
25,13716
26,8766
27,8191
28,9438
29,7390
30,13561
31,11120
32,7933
33,7084
34,11544
35,8048
36,7048
37,13739
38,8838
39,10785
40,13702
41,8800
42,7729
43,11409
44,8111
45,6900
46,7019
47,13133
48,11221
49,10621
50,11478
51,7907
52,11215
53,13392
54,11186
55,11268
56,8382
57,7018
58,13429
59,12666
60,8455
61,8167
62,13563
63,8737
64,9346
65,13821
66,8834
67,7105
68,13548
69,8700
70,7402
71,13695
72,8766
73,13416
74,11546
75,8045
76,9314
77,10102
78,7795
79,6833
80,10775
81,9336
82,11353
83,13485
84,9457
85,13682
86,9504
87,13569
88,9650
89,13876
90,8781
91,7547
92,13804
93,8822
94,7455
95,13742
96,8796
97,8918
98,13587
99,8738
100,8846
101,13812
102,8822
103,7146
104,11005
105,11971
106,8288
107,6901
108,9728
109,13440
110,10725
111,13171
112,11812
113,9381
114,12449
115,9658
116,10680
117,9355
118,9530
119,13794
120,8834
121,8253
122,13683
123,8795
124,9405
125,12470
126,8306
127,7043
128,13706
129,8750
130,8187
131,13241
132,8610
133,11860
134,10002
135,7196
136,9445
137,13754
138,8877
139,7108
140,7028
141,9821
142,12459
143,9438
144,9842
145,11057
146,10937
147,8249
148,11212
149,13557
150,10774
151,8938
152,9559
153,9315
154,12836
155,13027
156,8569
157,9257
158,13728
159,8790
160,8195
161,11205
162,7955
163,7036
164,12524
165,10813
166,7813
167,9643
168,13941
169,8832
170,8182
171,13491
172,8797
173,6973
174,7007
175,13556
176,10599
177,9708
178,13566
179,10983
180,8430
181,12952
182,11408
183,8232
184,13236
185,11231
186,10735
187,8164
188,13904
189,8818
190,8213
191,13302
192,8621
193,11266
194,10777
195,7841
196,7014
197,13709
198,8811
199,8278
200,13594
201,8720
202,9580
203,13650
204,13101
205,10907
206,7675
207,6820
208,9002
209,13605
210,10661
211,13761
212,8615
213,13596
214,7329
215,6855
216,9423
217,13131
218,13180
219,8811
220,12376
221,9715
222,8255
223,13313
224,13449
225,13539
226,10991
227,8042
228,7003
229,13909
230,13601
231,8823
232,7050
233,6564
234,6432
235,6190
236,6743
237,12644
238,9187
239,7700
240,13617
241,13252
242,8671
243,9779
244,13215
245,13697
246,8878
247,11288
248,13624
249,8797
250,13163
251,13448
252,8746
253,13520
254,11544
255,8231
256,13519
257,12949
258,8188
259,10914
260,8946
261,13517
262,10534
263,10922
264,13468
265,13337
266,8890
267,13686
268,13477
269,8748
270,9606
271,11241
272,13559
273,8760
274,13414
275,9447
276,8084
277,7842
278,11223
279,8698
280,13619
281,8853
282,12146
283,11297
284,7732
285,13632
286,13710
287,8832
288,11867
289,11206
290,8124
291,13508
292,13164
293,8785
294,12131
295,12787
296,13614
297,8850
298,10931
299,13552
300,11523
301,8138
302,13646
303,12844
304,8268
305,11175
306,13873
307,8832
308,10844
309,10951
310,13631
311,8853
312,13652
313,13476
314,8852
315,13697
316,13665
317,8868
318,8951
319,13512
320,9727
321,13532
322,11310
323,10957
324,13602
325,9718
326,12986
327,12388
328,11371
329,10900
330,13428
331,9567
332,12960
333,12497
334,8414
335,8108
336,12925
337,8571
338,7611
339,13726
340,8778
341,9585
342,12609
343,8439
344,8211
345,13723
346,8828
347,7069
348,13502
349,9642
350,13775
351,8888
352,7074
353,7049
354,13095
355,11275
356,10970
357,11641
358,10717
359,9720
360,8488
361,13503
362,11295
363,10528
364,13703
365,8849
366,9680
367,13842
368,8795
369,13385
370,9838
371,7452
372,7020
373,13679
374,8773
375,8253
376,9660
377,7464
378,7079
379,13334
380,9832
381,7533
382,7268
383,13749
384,8685
385,9114
386,13698
387,8772
388,11360
389,12026
390,8374
391,7119
392,13788
393,8899
394,7070
395,7057
396,12982
397,9764
398,12326
399,10534
400,9717
401,13748
402,9711
403,12671
404,11473
405,9492
406,13574
407,11557
408,13582
409,11019
410,11369
411,7978
412,13589
413,9898
414,7492
415,7024
416,13817
417,8818
418,8123
419,13652
420,8721
421,8188
422,13526
423,8794
424,7029
425,7050
426,13490
427,9826
428,12305
429,9405
430,13450
431,11430
432,11074
433,10939
434,10113
435,13310
436,13797
437,8786
438,7976
439,13527
440,9673
441,7334
442,7038
443,13804
444,8811
445,9610
446,11796
447,8143
448,7039
449,13577
450,8686
451,7549
452,13566
453,8832
454,7032
455,8475
456,13605
457,9726
458,11570
459,10788
460,13627
461,9754
462,13316
463,11000
464,11357
465,7926
466,13223
467,12303
468,8250
469,7976
470,7871
471,6824
472,6140
473,8296
474,6922
475,7655
476,10242
477,7598
478,13515
479,11787
480,8084
481,7054
482,13809
483,8843
484,8142
485,13734
486,8825
487,7980
488,13851
489,8814
490,8220
491,13622
492,8703
493,8074
494,13834
495,8900
496,7088
497,7022
498,13137
499,11200
500,11202
501,11117
502,8251
503,13726
504,10642
505,13646
506,12951
507,12641
508,11391
509,10907
510,13516
511,12703
512,12820
513,8477
514,9501
515,13545
516,8693
517,8128
518,13476
519,9832
520,7596
521,7114
522,13866
523,8780
524,8253
525,13522
526,8713
527,8212
528,13591
529,9717
530,13774
531,8925
532,6894
533,7043
534,13603
535,11346
536,10324
537,13263
538,12245
539,9044
540,13460
541,12477
542,12365
543,12937
544,13964
545,8830
546,7038
547,13579
548,13507
549,8731
550,7727
551,13816
552,8839
553,9591
554,13696
555,8780
556,7715
557,13753
558,8801
559,7712
560,13053
561,8747
562,6961
563,6994
564,13539
565,10627
566,13500
567,11405
568,10683
569,11933
570,11994
571,9723
572,13756
573,8788
574,8206
575,13763
576,8813
577,7721
578,11556
579,8082
580,7059
581,13165
582,8590
583,9313
584,13857
585,8770
586,7942
587,13802
588,8819
589,7123
590,13156
591,8652
592,8248
593,13800
594,8798
595,8287
596,11806
597,8266
598,6895
599,12488
600,13622
601,11224
602,10627
603,13184
604,13459
605,10730
606,13178
607,10756
608,13727
609,8805
610,9294
611,13763
612,8803
613,7769
614,13648
615,8801
616,8187
617,13821
618,8773
619,8218
620,9606
621,7411
622,7027
623,13371
624,8660
625,8243
626,13866
627,8743
628,8191
629,9836
630,7594
631,7025
632,13789
633,8849
634,8046
635,13720
636,8821
637,7708
638,13794
639,8869
640,7099
641,6998
642,13418
643,13540
644,9526
645,13525
646,11223
647,10856
648,13510
649,12730
650,12791
651,13346
652,12758
653,8351
654,8254
655,13836
656,8848
657,8096
658,13219
659,8352
660,7060
661,13733
662,8782
663,9154
664,13460
665,8729
666,8358
667,13784
668,9073
669,7651
670,13833
671,9003
672,7056
673,7009
674,13366
675,11145
676,9347
677,12574
678,10898
679,10876
680,10940
681,7396
682,9752
683,12664
684,12876
685,8690
686,7774
687,13100
688,8583
689,8262
690,13735
691,8839
692,8240
693,13736
694,8814
695,8191
696,13523
697,8753
698,7634
699,13709
700,8782
701,8144
702,13812
703,8946
704,7088
705,6998
706,13043
707,11235
708,10643
709,13150
710,11150
711,10645
712,13135
713,10074
714,10651
715,13338
716,13788
717,8785
718,8083
719,13791
720,8765
721,9602
722,9483
723,7305
724,6943
725,13548
726,8750
727,9595
728,13727
729,8780
730,7741
731,13724
732,8845
733,8180
734,13814
735,8824
736,8327
737,13773
738,8830
739,10159
740,13540
741,8814
742,7037
743,7007
744,13517
745,13511
746,9769
747,13096
748,13262
749,9605
750,13417
751,11234
752,9910
753,11386
754,13802
755,8847
756,8105
757,9483
758,13787
759,8820
760,8296
761,13877
762,8831
763,8337
764,13773
765,8740
766,8234
767,13784
768,8779
769,8234
770,13732
771,8898
772,7070
773,6979
774,13361
775,11794
776,11320
777,10665
778,13458
779,13122
780,12872
781,12384
782,12972
783,12513
784,13801
785,8822
786,8239
787,13708
788,8726
789,7789
790,13766
791,8769
792,8334
793,13739
794,8812
795,10674
796,13764
797,8785
798,8274
799,13550
800,8729
801,8280
802,13762
803,8903
804,7074
805,6997
806,9521
807,13496
808,11249
